city_name,store_name,store_type,store_address,zip_code,latitude,longitude,store_phone_number,state
Black Mountain,250 US Highway 9,Pizza Hut,"250 US Highway 9 Black Mountain, NC 28711 US",28711,35.605271,-82.291854,(828) 669-9455,North Carolina
Boone,821 Blowing Rock Rd,Pizza Hut,"821 Blowing Rock Rd Boone, NC 28607 US",28607,36.218005,-81.652138,(828) 832-7300,North Carolina
Bismarck,1012 S 12th St,Pizza Hut,"1012 S 12th St Ste 100 Bismarck, ND 58504 US",58504,46.737571,-100.678406,(701) 223-2300,North Dakota
Bismarck,2020 N 12th St,Pizza Hut,"2020 N 12th St Bismarck, ND 58501 US",58501,46.816035,-100.700296,(701) 258-1100,North Dakota
Bismarck,800 Kirkwood Mall,Pizza Hut Express,"800 Kirkwood Mall Bismarck, ND 58504 US",58504,46.737571,-100.678406,Not available,North Dakota
Dickinson,22 S State Ave,Pizza Hut,"22 S State Ave Dickinson, ND 58601 US",58601,46.916872,-102.834258,(701) 225-8000,North Dakota
Fargo,2812 Broadway North,Pizza Hut,"2812 Broadway North Fargo, ND 58102 US",58102,46.927094,-96.834703,Not available,North Dakota
Fargo,3051 25th St S,Pizza Hut,"3051 25th St S Ste E Fargo, ND 58103 US",58103,46.85614,-96.822073,(701) 232-2900,North Dakota
Fargo,4202 13th Ave South,Pizza Hut Express,"4202 13th Ave South Fargo, ND 58103 US",58103,46.85614,-96.822073,Not available,North Dakota
Fargo,4701 13th Ave SW,Pizza Hut,"4701 13th Ave SW Fargo, ND 58103 US",58103,46.85614,-96.822073,(701) 281-9000,North Dakota
Grand Forks,1418 S. Washington St.,Pizza Hut,"1418 S. Washington St. Grand Forks, ND 58201 US",58201,47.866638,-97.141144,(701) 772-6000,North Dakota
Grand Forks,3601 32nd Avenue South,Pizza Hut Express,"3601 32nd Avenue South Target - T1783 Grand Forks, ND 58201 US",58201,47.866638,-97.141144,Not available,North Dakota
Mandan,503 E Main St,Pizza Hut,"503 E Main St Ste 1 Mandan, ND 58554 US",58554,46.742723,-100.9353,(701) 663-8095,North Dakota
Minot,1407 S Broadway,Pizza Hut,"1407 S Broadway Minot, ND 58701 US",58701,48.144826,-101.326016,(701) 852-2000,North Dakota
Steele,620 Mitchell Avenue,Pizza Hut Express,"620 Mitchell Avenue Coffee Cup Fuel Stop #2 Steele, ND 58482 US",58482,46.853459,-99.899917,Not available,North Dakota
West Fargo,3163 Bluestem Dr,Pizza Hut,"3163 Bluestem Dr Suite 103 West Fargo, ND 58078 US",58078,46.8625,-96.924088,(701) 433-1793,North Dakota
Williston,2609 1st Ave. West,Pizza Hut,"2609 1st Ave. West Williston, ND 58801 US",58801,48.21789,-103.763084,(701) 572-9000,North Dakota
Ainsworth,1065 E 4th,Pizza Hut,"1065 E 4th Ainsworth, NE 69210 US",69210,42.359562,-99.92392,(402) 387-1830,Nebraska
Albion,236 S 2nd St,Pizza Hut,"236 S 2nd St Albion, NE 68620 US",68620,41.744793,-98.076696,(402) 395-6281,Nebraska
Alliance,1239 W 3rd St,Pizza Hut,"1239 W 3rd St Alliance, NE 69301 US",69301,42.122965,-102.88128,(308) 762-2920,Nebraska
Auburn,909 Alden Dr,Pizza Hut,"909 Alden Dr Auburn, NE 68305 US",68305,40.370253,-95.864948,(402) 274-4391,Nebraska
Aurora,1515 10th St,Pizza Hut,"1515 10th St Aurora, NE 68818 US",68818,40.817854,-98.005876,(402) 694-6599,Nebraska
Beatrice,2400 N 6th St,Pizza Hut,"2400 N 6th St Beatrice, NE 68310 US",68310,40.249821,-96.74949,(402) 228-3317,Nebraska
Bellevue,11515 S 36th St,Pizza Hut,"11515 S 36th St Bellevue, NE 68123 US",68123,41.101821,-95.943504,(402) 291-2999,Nebraska
Bellevue,1411 Galvin Rd S,Pizza Hut,"1411 Galvin Rd S Bellevue, NE 68005 US",68005,41.142686,-95.892969,(402) 291-5900,Nebraska
Blair,1045 S Highway 30,Pizza Hut,"1045 S Highway 30 Blair, NE 68008 US",68008,41.546834,-96.162598,(402) 426-4006,Nebraska
Broken Bow,329 E South E St,Pizza Hut,"329 E South E St Broken Bow, NE 68822 US",68822,41.380918,-99.631719,(308) 872-6472,Nebraska
Central City,1202 G St,Pizza Hut,"1202 G St Central City, NE 68826 US",68826,41.163588,-98.016399,(308) 946-3013,Nebraska
Chadron,277 Lake,Pizza Hut,"277 Lake Chadron, NE 69337 US",69337,42.827175,-103.012899,(308) 432-4408,Nebraska
Columbus,2510 23rd St,Pizza Hut,"2510 23rd St Columbus, NE 68601 US",68601,41.454231,-97.398164,(402) 564-3366,Nebraska
Cozad,315 S Meridian Ave,Pizza Hut,"315 S Meridian Ave Cozad, NE 69130 US",69130,40.894116,-99.952965,(308) 784-2200,Nebraska
Crete,845 East Hwy. 33,Pizza Hut,"845 East Hwy. 33 Crete, NE 68333 US",68333,40.622345,-96.949349,(402) 826-4361,Nebraska
Fairbury,505 E 14th St,Pizza Hut,"505 E 14th St Fairbury, NE 68352 US",68352,40.142403,-97.229238,(402) 729-6106,Nebraska
Fremont,1781 East 23rd South,Pizza Hut,"1781 East 23rd South Fremont, NE 68025 US",68025,41.437235,-96.48788,(402) 721-1212,Nebraska
Gordon,100 E Hwy 20,Pizza Hut,"100 E Hwy 20 Gordon, NE 69343 US",69343,42.702367,-102.033115,(308) 282-0500,Nebraska
Gothenburg,415 Platte River Drive,Pizza Hut,"415 Platte River Drive Gothenburg, NE 69138 US",69138,40.995816,-100.176551,(308) 537-3697,Nebraska
Grand Island,1608 S. Locust,Pizza Hut,"1608 S. Locust Grand Island, NE 68801 US",68801,40.947669,-98.292138,(308) 398-1219,Nebraska
Grand Island,707 N Diers Ave,Pizza Hut,"707 N Diers Ave Grand Island, NE 68803 US",68803,40.956077,-98.414575,(308) 398-2093,Nebraska
Bedford,220 S. River Road,Pizza Hut Express,"220 S. River Road Bedford, NH 03110 US",3110,42.935584,-71.536871,Not available,New Hampshire
Claremont,227 Washington St,Pizza Hut,"227 Washington St Claremont, NH 03743 US",3743,43.360727,-72.326929,(603) 543-1243,New Hampshire
Concord,148 Loudon Rd,Pizza Hut,"148 Loudon Rd Concord, NH 03301 US",3301,43.238549,-71.555988,(603) 224-3231,New Hampshire
Dover,915 Central Ave,Pizza Hut,"915 Central Ave Dover, NH 03820 US",3820,43.190658,-70.887655,(603) 742-3949,New Hampshire
Greenland,1450 Greenland Road,Pizza Hut Express,"1450 Greenland Road Greenland, NH 03840 US",3840,43.039732,-70.845622,Not available,New Hampshire
Keene,46 Ash Brook Road,Pizza Hut Express,"46 Ash Brook Road Keene, NH 03431 US",3431,42.965044,-72.294803,Not available,New Hampshire
Manchester,503 Maple St,Pizza Hut,"503 Maple St Manchester, NH 03104 US",3104,43.009552,-71.439782,(603) 623-4838,New Hampshire
Merrimack,727 Milford Rd,Pizza Hut,"727 Milford Rd Merrimack, NH 03054 US",3054,42.852034,-71.519876,(603) 883-5599,New Hampshire
Nashua,199 Daniel Webster Hwy S,Pizza Hut,"199 Daniel Webster Hwy S Nashua, NH 03060 US",3060,42.741087,-71.458266,(603) 888-3553,New Hampshire
Rochester,303 N. Main Street,Pizza Hut,"303 N. Main Street Rochester, NH 03866 US",3866,0,0,(603) 332-6633,New Hampshire
Salem,15 Mall Road,Pizza Hut Express,"15 Mall Road Cinemark Salem #1149 Salem, NH 03079 US",3079,42.788264,-71.221726,Not available,New Hampshire
Somersworth,11 Andrews Rd,Pizza Hut Express,"11 Andrews Rd Somersworth, NH 03878 US",3878,43.253476,-70.887944,Not available,New Hampshire
Tilton,15 Lowes Drive,Pizza Hut,"15 Lowes Drive Tilton, NH 03276 US",3276,43.431031,-71.575998,(603) 286-3898,New Hampshire
Absecon,335 E White Horse Pike,Pizza Hut,"335 E White Horse Pike Absecon, NJ 08205 US",8205,39.482,-74.452637,(609) 748-0332,New Jersey
Atlantic City,1541 Atlantic Ave.,Pizza Hut,"1541 Atlantic Ave. Atlantic City, NJ 08401 US",8401,39.377297,-74.451082,(609) 428-4020,New Jersey
Avenel,1236 Saint Georges Ave,Pizza Hut,"1236 Saint Georges Ave Avenel, NJ 07001 US",7001,40.582316,-74.271506,(848) 304-5500,New Jersey
Bayonne,1347 Kennedy Blvd,Pizza Hut,"1347 Kennedy Blvd Bayonne, NJ 07002 US",7002,40.662338,-74.110275,(201) 436-8000,New Jersey
Belleville,720 Washington Ave,Pizza Hut,"720 Washington Ave Belleville, NJ 07109 US",7109,40.794927,-74.162353,(973) 759-8244,New Jersey
Bergenfield,391 S Washington Ave,Pizza Hut,"391 S Washington Ave Bergenfield, NJ 07621 US",7621,40.922334,-73.998001,(201) 385-9100,New Jersey
Bloomfield,222 Bloomfield Ave,Pizza Hut,"222 Bloomfield Ave Bloomfield, NJ 07003 US",7003,40.809128,-74.187155,(973) 415-1003,New Jersey
Brick,570 Route 70,Pizza Hut Express,"570 Route 70 Brick, NJ 08723 US",8723,40.038584,-74.1116,Not available,New Jersey
Bridgeton,45 Cornwell Drive,Pizza Hut,"45 Cornwell Drive Bridgeton, NJ 08302 US",8302,39.438613,-75.260646,(856) 459-5769,New Jersey
Bridgewater,200 Promenade Blvd.,Pizza Hut Express,"200 Promenade Blvd. Bridgewater, NJ 08807 US",8807,40.592434,-74.61884,Not available,New Jersey
Cherry Hill,2137 Route 38,Pizza Hut Express,"2137 Route 38 Cherry Hill, NJ 08002 US",8002,39.931978,-75.027557,Not available,New Jersey
Cherry Hill,512 Haddonfield Road Chapel Plaza,Pizza Hut,"512 Haddonfield Road Chapel Plaza Suite 3 Cherry Hill, NJ 08002 US",8002,39.931978,-75.027557,(856) 429-6688,New Jersey
Clementon,144 Berlin Road,Pizza Hut Express,"144 Berlin Road #4504 Clementon, NJ 08021 US",8021,39.806194,-75.000151,Not available,New Jersey
Clementon,1488 Blackwood-Clementon Rd,Pizza Hut,"1488 Blackwood-Clementon Rd Clementon, NJ 08021 US",8021,39.806194,-75.000151,(856) 346-2104,New Jersey
Clifton,30 Kingsland Road,Pizza Hut Express,"30 Kingsland Road Target - T1822 Clifton, NJ 07014 US",7014,40.831339,-74.135419,Not available,New Jersey
Clifton,850 Van Houten Ave,Pizza Hut,"850 Van Houten Ave Clifton, NJ 07013 US",7013,40.869405,-74.173062,(973) 773-7575,New Jersey
Columbia,2 Simpson Road,Pizza Hut Express,"2 Simpson Road Travel Centers Of America Columbia, NJ 07832 US",7832,40.962126,-75.053728,Not available,New Jersey
Delran,4000 Route 130,Pizza Hut Express,"4000 Route 130 Delran, NJ 08075 US",8075,40.029586,-74.948936,Not available,New Jersey
Edison,100 Parsonage Road,Pizza Hut Express,"100 Parsonage Road Edison, NJ 08817 US",8817,40.514658,-74.393104,Not available,New Jersey
Edison,1908A Route 27,Pizza Hut,"1908A Route 27 Edison, NJ 08817 US",8817,40.514658,-74.393104,(732) 287-6410,New Jersey
Alamogordo,615 S. White Sands Blvd.,Pizza Hut,"615 S. White Sands Blvd. Alamogordo, NM 88310 US",88310,32.641272,-106.072883,(575) 437-9785,New Mexico
Albuquerque,1020 Juan T.B. Blvd NE,Pizza Hut,"1020 Juan T.B. Blvd NE Albuquerque, NM 87112 US",87112,35.100609,-106.516275,(505) 294-9800,New Mexico
Albuquerque,10660 Unser Blvd,Pizza Hut,"10660 Unser Blvd Suite C Albuquerque, NM 87114 US",87114,35.19364,-106.685666,(505) 792-3344,New Mexico
Albuquerque,11120 Lomas Blvd NE,Pizza Hut Express,"11120 Lomas Blvd NE Albuquerque, NM 87123 US",87123,35.067584,-106.470746,Not available,New Mexico
Albuquerque,2120 Louisiana Blvd NE,Pizza Hut Express,"2120 Louisiana Blvd NE Albuquerque, NM 87110 US",87110,35.108194,-106.578147,Not available,New Mexico
Albuquerque,2916 San Mateo NE,Pizza Hut,"2916 San Mateo NE Albuquerque, NM 87110 US",87110,35.108194,-106.578147,(505) 880-1300,New Mexico
Albuquerque,303 Coors Blvd NW,Pizza Hut,"303 Coors Blvd NW Albuquerque, NM 87121 US",87121,35.08917,-106.871772,(505) 831-1133,New Mexico
Albuquerque,3055 Coors Blvd,Pizza Hut,"3055 Coors Blvd Albuquerque, NM 87121 US",87121,35.08917,-106.871772,(505) 873-3753,New Mexico
Albuquerque,410 Washington SE,Pizza Hut,"410 Washington SE Albuquerque, NM 87108 US",87108,35.072479,-106.578362,(505) 266-6666,New Mexico
Albuquerque,4400 Wyoming Blvd. NE,Pizza Hut,"4400 Wyoming Blvd. NE Albuquerque, NM 87109 US",87109,35.152882,-106.575536,(505) 293-2500,New Mexico
Albuquerque,4801 Montano Rd NW,Pizza Hut,"4801 Montano Rd NW Suite B9 Albuquerque, NM 87120 US",87120,35.140539,-106.760969,(505) 898-7900,New Mexico
Albuquerque,4901 Pan American Pl NE,Pizza Hut Express,"4901 Pan American Pl NE Century Rio 24 Plex #419 Albuquerque, NM 87109 US",87109,35.152882,-106.575536,Not available,New Mexico
Albuquerque,5801 Wyoming Blvd NE,Pizza Hut Express,"5801 Wyoming Blvd NE Albuquerque, NM 87109 US",87109,35.152882,-106.575536,Not available,New Mexico
Albuquerque,6100 Paseo Del Norte N.E.,Pizza Hut Express,"6100 Paseo Del Norte N.E. Albuquerque, NM 87109 US",87109,35.152882,-106.575536,Not available,New Mexico
Albuquerque,700 Lomas Blvd NW,Pizza Hut,"700 Lomas Blvd NW Albuquerque, NM 87102 US",87102,35.081357,-106.646575,(505) 242-9400,New Mexico
Albuquerque,7120 Wyoming NE,Pizza Hut,"7120 Wyoming NE Suite 1A Albuquerque, NM 87109 US",87109,35.152882,-106.575536,(505) 821-3222,New Mexico
Albuquerque,8700 Central SE,Pizza Hut,"8700 Central SE Albuquerque, NM 87123 US",87123,35.067584,-106.470746,(505) 255-9000,New Mexico
Albuquerque,9395 Coors Rd NW,Pizza Hut Express,"9395 Coors Rd NW Albuquerque, NM 87114 US",87114,35.19364,-106.685666,Not available,New Mexico
Artesia,1911 W. Main,Pizza Hut,"1911 W. Main Artesia, NM 88210 US",88210,32.771797,-104.219669,(575) 748-1204,New Mexico
Aztec,222 W Aztec Blvd,Pizza Hut,"222 W Aztec Blvd Aztec, NM 87410 US",87410,36.868277,-107.882308,(505) 334-7516,New Mexico
Carson City,2441 N Carson St,Pizza Hut,"2441 N Carson St Carson City, NV 89706 US",89706,39.222699,-119.701535,(775) 882-5878,Nevada
Dayton,9 Retail Rd.,Pizza Hut,"9 Retail Rd. #8 Dayton, NV 89403 US",89403,39.227192,-119.475598,(775) 246-0481,Nevada
Elko,2200 Idaho St,Pizza Hut,"2200 Idaho St Elko, NV 89801 US",89801,41.247991,-115.761405,(775) 738-2171,Nevada
Fallon,615 E. Williams Ave.,Pizza Hut,"615 E. Williams Ave. Fallon, NV 89406 US",89406,39.53771,-118.264165,(775) 423-1123,Nevada
Fernley,1201 Penny Lane,Pizza Hut,"1201 Penny Lane Fernley, NV 89408 US",89408,39.565417,-119.174165,(775) 835-8198,Nevada
Henderson,10525 S Eastern Ave.,Pizza Hut,"10525 S Eastern Ave. #130 Henderson, NV 89052 US",89052,35.955108,-115.056693,(702) 407-0912,Nevada
Henderson,1280 Warm Springs Rd.,Pizza Hut,"1280 Warm Springs Rd. Henderson, NV 89014 US",89014,36.061718,-115.058058,(702) 451-9011,Nevada
Henderson,1500 N Green Valley Pkwy.,Pizza Hut,"1500 N Green Valley Pkwy. #120 Bldg 100 Henderson, NV 89074 US",89074,36.036567,-115.080932,(702) 260-9011,Nevada
Henderson,2850 Bicentennial Pkwy.,Pizza Hut,"2850 Bicentennial Pkwy. #130 Henderson, NV 89044 US",89044,35.902434,-115.178912,(702) 260-0679,Nevada
Henderson,350 West Lake Mead Parkway,Pizza Hut Express,"350 West Lake Mead Parkway Henderson, NV 89015 US",89015,36.039314,-114.928032,Not available,Nevada
Henderson,605 N. Stephanie Street,Pizza Hut Express,"605 N. Stephanie Street Henderson, NV 89014 US",89014,36.061718,-115.058058,Not available,Nevada
Henderson,642 E. Horizon Dr.,Pizza Hut,"642 E. Horizon Dr. #130 Henderson, NV 89015 US",89015,36.039314,-114.928032,(702) 558-9032,Nevada
Henderson,6510 Boulder Hwy,Pizza Hut,"6510 Boulder Hwy Bldg F #102 Henderson, NV 89122 US",89122,36.106432,-115.040286,(702) 433-3371,Nevada
Henderson,695 South Green Valley Parkway,Pizza Hut Express,"695 South Green Valley Parkway Henderson, NV 89052 US",89052,35.955108,-115.056693,Not available,Nevada
Henderson,714 S Boulder Hwy,Pizza Hut,"714 S Boulder Hwy Henderson, NV 89015 US",89015,36.039314,-114.928032,(702) 566-9011,Nevada
Las Vegas,10260 W. Charleston Blvd,Pizza Hut,"10260 W. Charleston Blvd #J5 Las Vegas, NV 89135 US",89135,36.100973,-115.375908,(702) 341-9110,Nevada
Las Vegas,10420 W Cheyenne Ave.,Pizza Hut,"10420 W Cheyenne Ave. Suite 110 Las Vegas, NV 89129 US",89129,36.233315,-115.29015,(702) 395-9011,Nevada
Las Vegas,10520 Southern Highlands Pkwy.,Pizza Hut,"10520 Southern Highlands Pkwy. Las Vegas, NV 89141 US",89141,35.988424,-115.207059,(702) 407-9090,Nevada
Las Vegas,1131 Tropicana Ave,Pizza Hut,"1131 Tropicana Ave Suite B Las Vegas, NV 89119 US",89119,36.084721,-115.146129,(702) 732-9011,Nevada
Las Vegas,115 E. Tropicana Ave.,Pizza Hut Express,"115 E. Tropicana Ave. Hooter's Casino & Hotel Las Vegas, NV 89119 US",89119,36.084721,-115.146129,Not available,Nevada
Las Vegas,1840 East Charleston Blvd.,Pizza Hut,"1840 East Charleston Blvd. K6 Las Vegas, NV 89104 US",89104,36.151382,-115.108648,(702) 385-9011,Nevada
Las Vegas,2600 W Sahara Ave,Pizza Hut,"2600 W Sahara Ave Suite 102 Las Vegas, NV 89102 US",89102,36.14543,-115.186825,(702) 362-9011,Nevada
Las Vegas,2625 E Tropicana Ave,Pizza Hut,"2625 E Tropicana Ave Ste H Las Vegas, NV 89121 US",89121,36.121526,-115.091277,(702) 435-9011,Nevada
Las Vegas,274 S Decatur Blvd,Pizza Hut,"274 S Decatur Blvd Las Vegas, NV 89107 US",89107,36.171241,-115.209288,(702) 258-9011,Nevada
Las Vegas,3050 E Desert Inn Rd.,Pizza Hut,"3050 E Desert Inn Rd. #101 Las Vegas, NV 89121 US",89121,36.121526,-115.091277,(702) 735-9011,Nevada
Las Vegas,3101 Las Vegas Blvd N,Pizza Hut,"3101 Las Vegas Blvd N Las Vegas, NV 89115 US",89115,36.25364,-115.041052,(702) 644-9011,Nevada
Las Vegas,3411 S. Las Vegas Blvd,Pizza Hut Express,"3411 S. Las Vegas Blvd Casino Royale Las Vegas, NV 89109 US",89109,36.13172,-115.168382,Not available,Nevada
Las Vegas,345 E Silverado Ranch Blvd,Pizza Hut,"345 E Silverado Ranch Blvd Ste 120 Las Vegas, NV 89183 US",89183,35.995843,-115.157612,(702) 799-9077,Nevada
Las Vegas,3850 Las Vegas Blvd. South,Pizza Hut Express,"3850 Las Vegas Blvd. South Excalibur Hotel And Casino Las Vegas, NV 89109 US",89109,36.13172,-115.168382,Not available,Nevada
Las Vegas,4001 South Maryland Parkway,Pizza Hut Express,"4001 South Maryland Parkway Las Vegas, NV 89119 US",89119,36.084721,-115.146129,Not available,Nevada
Albany,203 Wolf Rd,Pizza Hut,"203 Wolf Rd Albany, NY 12205 US",12205,42.718785,-73.82924,(518) 458-1221,New York
Amherst,4005 Sheridan Dr,Pizza Hut,"4005 Sheridan Dr Amherst, NY 14226 US",14226,42.971014,-78.796455,(716) 810-7693,New York
Amsterdam,100 Amsterdam Commons,Pizza Hut Express,"100 Amsterdam Commons Amsterdam, NY 12010 US",12010,42.937632,-74.173325,Not available,New York
Astoria,3078 Steinway Street,Pizza Hut,"3078 Steinway Street Inline Txpx Astoria, NY 11103 US",11103,40.762574,-73.913447,Not available,New York
Auburn,374 Grant Avenue,Pizza Hut,"374 Grant Avenue Auburn, NY 13021 US",13021,42.922279,-76.558539,(315) 255-2756,New York
Batavia,4300 Veterans Memorial Drive,Pizza Hut Express,"4300 Veterans Memorial Drive Batavia, NY 14020 US",14020,42.99619,-78.213412,Not available,New York
Bath,31 West Morris Street,Pizza Hut,"31 West Morris Street Bath, NY 14810 US",14810,42.349751,-77.343379,Not available,New York
Brentwood,1490 Islip Ave,Pizza Hut Express,"1490 Islip Ave Kings Brentwood C-Store Brentwood, NY 11717 US",11717,40.783805,-73.252263,Not available,New York
Brentwood,717 Suffolk Ave,Pizza Hut,"717 Suffolk Ave Brentwood, NY 11717 US",11717,40.783805,-73.252263,(631) 231-2323,New York
Brockport,64 N Main St,Pizza Hut,"64 N Main St Brockport, NY 14420 US",14420,43.211739,-77.934564,(585) 637-2154,New York
Bronx,1048 Ogden Ave,Pizza Hut,"1048 Ogden Ave Bronx, NY 10452 US",10452,40.837393,-73.923437,(347) 226-5938,New York
Bronx,2019 Westchester Avenue,Pizza Hut,"2019 Westchester Avenue Bronx, NY 10462 US",10462,40.84328,-73.860389,(718) 822-2909,New York
Bronx,213 W 230th Street,Pizza Hut,"213 W 230th Street Bronx, NY 10463 US",10463,40.880678,-73.90654,(718) 530-1007,New York
Bronx,2148 White Plains Road,Pizza Hut Express,"2148 White Plains Road Bronx, NY 10462 US",10462,40.84328,-73.860389,Not available,New York
Bronx,2829 Edson Avenue,Pizza Hut,"2829 Edson Avenue Bronx, NY 10469 US",10469,40.868607,-73.848133,(718) 320-0126,New York
Bronx,306 E 204th St,Pizza Hut,"306 E 204th St Bronx, NY 10467 US",10467,40.869953,-73.865746,(516) 706-0560,New York
Bronx,3429 E Tremont Ave,Pizza Hut,"3429 E Tremont Ave Bronx, NY 10465 US",10465,40.822615,-73.822239,(718) 414-1113,New York
Bronx,40 W. 225th Street,Pizza Hut Express,"40 W. 225th Street #50 Bronx, NY 10463 US",10463,40.880678,-73.90654,Not available,New York
Bronx,601 Westchester Avenue,Pizza Hut,"601 Westchester Avenue Bronx, NY 10455 US",10455,40.81471,-73.908593,(718) 585-1401,New York
Bronx,700 Exterior Street,Pizza Hut Express,"700 Exterior Street Bronx, NY 10451 US",10451,40.820479,-73.925084,Not available,New York
Bronx,765 E Gun Hill Rd,Pizza Hut,"765 E Gun Hill Rd Bronx, NY 10467 US",10467,40.869953,-73.865746,(718) 547-2716,New York
Bronx,815 E. Hutchinson River Parkway,Pizza Hut Express,"815 E. Hutchinson River Parkway Bronx, NY 10465 US",10465,40.822615,-73.822239,Not available,New York
Akron,1591 Copley Rd,Pizza Hut,"1591 Copley Rd Akron, OH 44320 US",44320,41.07314,-81.582414,(330) 864-4444,Ohio
Akron,1694 W Market St,Pizza Hut,"1694 W Market St Akron, OH 44313 US",44313,41.130094,-81.573169,(330) 869-4848,Ohio
Akron,2383 S Main St,Pizza Hut,"2383 S Main St Akron, OH 44319 US",44319,40.98153,-81.527413,(330) 724-2229,Ohio
Akron,2665 Manchester Rd,Pizza Hut,"2665 Manchester Rd Akron, OH 44319 US",44319,40.98153,-81.527413,(330) 745-4000,Ohio
Akron,2797 E Waterloo Rd,Pizza Hut,"2797 E Waterloo Rd Akron, OH 44312 US",44312,41.01412,-81.443701,(330) 784-2525,Ohio
Akron,396 East Market,Pizza Hut,"396 East Market Akron, OH 44304 US",44304,41.083177,-81.507852,(330) 535-4444,Ohio
Alliance,2200 W State Street,Pizza Hut,"2200 W State Street Alliance, OH 44601 US",44601,40.918593,-81.128745,(330) 823-4433,Ohio
Amelia,1761 E Ohio Pike,Pizza Hut,"1761 E Ohio Pike Amelia, OH 45102 US",45102,39.01719,-84.204345,(513) 797-7100,Ohio
Amherst,8000 Oak Point Road,Pizza Hut Express,"8000 Oak Point Road Amherst, OH 44001 US",44001,41.366331,-82.259924,Not available,Ohio
Ashland,1274 Claremont Ave,Pizza Hut,"1274 Claremont Ave Ashland, OH 44805 US",44805,40.872668,-82.317033,(419) 281-8999,Ohio
Ashland,715 U.S. Highway 250 East,Pizza Hut Express,"715 U.S. Highway 250 East Travel Centers Of America Ashland, OH 44805 US",44805,40.872668,-82.317033,Not available,Ohio
Ashland,715 U.S. Highway 250 East,Pizza Hut,"715 U.S. Highway 250 East Travel Centers Of America Ashland, OH 44805 US",44805,40.872668,-82.317033,Not available,Ohio
Ashtabula,1951 W Prospect Rd,Pizza Hut,"1951 W Prospect Rd Ashtabula, OH 44004 US",44004,41.85594,-80.791866,(440) 992-2828,Ohio
Athens,743 East State Street,Pizza Hut,"743 East State Street Suite D-1 Athens, OH 45701 US",45701,39.311963,-82.08602,(740) 594-8195,Ohio
Aurora,18855 Market,Pizza Hut Express,"18855 Market Aurora, OH 44202 US",44202,41.315087,-81.338371,Not available,Ohio
Aurora,70 Barrington Town Square Dr,Pizza Hut,"70 Barrington Town Square Dr Aurora, OH 44202 US",44202,41.315087,-81.338371,(330) 562-1888,Ohio
Avon Lake,377 Lear Rd,Pizza Hut,"377 Lear Rd Ste A Avon Lake, OH 44012 US",44012,41.498342,-82.017368,(440) 930-8600,Ohio
Bay Village,380 Dover Center Rd,Pizza Hut,"380 Dover Center Rd Bay Village, OH 44140 US",44140,41.487794,-81.931435,(440) 835-7050,Ohio
Beavercreek,1195 N Fairfield Rd,Pizza Hut,"1195 N Fairfield Rd Beavercreek, OH 45432 US",45432,39.739492,-84.085195,(937) 956-7676,Ohio
Beavercreek,4489 Glengarry Dr,Pizza Hut Express,"4489 Glengarry Dr The Greene 14 #1102 Beavercreek, OH 45440 US",45440,39.674725,-84.097808,Not available,Ohio
Ada,1230 N Mississippi Ave,Pizza Hut,"1230 N Mississippi Ave Ada, OK 74820 US",74820,34.788674,-96.715184,(580) 332-5662,Oklahoma
Altus,1201 E Broadway St,Pizza Hut,"1201 E Broadway St Altus, OK 73521 US",73521,34.641313,-99.31594,(580) 477-4444,Oklahoma
Altus,1703 N Main St,Pizza Hut,"1703 N Main St Altus, OK 73521 US",73521,34.641313,-99.31594,(580) 477-1376,Oklahoma
Alva,205 E Oklahoma Blvd.,Pizza Hut,"205 E Oklahoma Blvd. Alva, OK 73717 US",73717,36.848381,-98.764389,(580) 327-2430,Oklahoma
Anadarko,925 S. Mission,Pizza Hut,"925 S. Mission Anadarko, OK 73005 US",73005,35.051308,-98.240141,(405) 247-7385,Oklahoma
Ardmore,1606 N. Commerce,Pizza Hut,"1606 N. Commerce Ardmore, OK 73401 US",73401,34.203289,-97.11552,(580) 226-2502,Oklahoma
Ardmore,410 S Rockford Rd,Pizza Hut,"410 S Rockford Rd Ardmore, OK 73401 US",73401,34.203289,-97.11552,(580) 226-5050,Oklahoma
Atoka,1815 S Mississippi/Hwy 69 South,Pizza Hut,"1815 S Mississippi/Hwy 69 South Atoka, OK 74525 US",74525,34.336039,-96.068096,(580) 889-6644,Oklahoma
Bartlesville,300 S Cherokee Ave,Pizza Hut,"300 S Cherokee Ave Bartlesville, OK 74003 US",74003,36.728272,-96.067573,(918) 336-3771,Oklahoma
Bartlesville,3085 SE Washington Blvd,Pizza Hut,"3085 SE Washington Blvd Bartlesville, OK 74006 US",74006,36.712435,-95.895038,(918) 333-7711,Oklahoma
Beaver,415 Douglas,Pizza Hut,"415 Douglas Hwy 270 Beaver, OK 73932 US",73932,36.70692,-100.492472,(580) 625-3448,Oklahoma
Bethany,6808 NW 23rd,Pizza Hut,"6808 NW 23rd Bethany, OK 73008 US",73008,35.513888,-97.647993,(405) 789-8686,Oklahoma
Bixby,12102 S Memorial Dr,Pizza Hut,"12102 S Memorial Dr Bixby, OK 74008 US",74008,35.924521,-95.877641,(918) 369-2071,Oklahoma
Blackwell,528 W Doolin Ave.,Pizza Hut,"528 W Doolin Ave. Blackwell, OK 74631 US",74631,36.792837,-97.305252,(580) 363-5011,Oklahoma
