city_name,store_name,store_address,phone_number,zip_code,latitude,longitude,state
Central Point,30 Freeman Ct,"30 Freeman Ct, Central",541-697-4992,97502,42.414574,-122.954536,Oregon
Clackamas,10117 SE Sunnyside Road,"10117 SE Sunnyside Road, Clackamas",503-353-3999,97015,45.413524,-122.536758,Oregon
Coos Bay,3440 Ocean Blvd Se,"3440 Ocean Blvd Se, Coos",541-269-1000,97420,43.350966,-124.136922,Oregon
Coos Bay OR,190 Johnson Avenue,"190 Johnson Avenue, Coos",541-982-6200,97420,43.350966,-124.136922,Oregon
Corvallis,2455 NW Monroe Ave.,"2455 NW Monroe Ave., Corvallis",541-758-3030,97330,44.647997,-123.259576,Oregon
Cottage Grove,225 N 14th Street,"225 N 14th Street, Cottage",541-942-1100,97424,43.74081,-123.018593,Oregon
Dallas,772 Main St,"772 Main St, Dallas",503-623-8888,97338,44.926618,-123.347413,Oregon
Eagle Point,10586 Highway 62,"10586 Highway 62, Eagle",541-826-7070,87506,35.813114,-105.984455,Oregon
Eugene,2621 Willamette Street,"2621 Willamette Street, Eugene",541-343-3030,97405,43.939557,-123.192759,Oregon
Florence,2775 Highway 101,"2775 Highway 101, Florence",541-901-3030,97349,0,0,Oregon
Forest Grove,2835 19th Ave,"2835 19th Ave, Forest",503-992-7722,97116,45.580822,-123.165693,Oregon
Grants Pass,407 NE E Street,"407 NE E Street, Grants",541-472-8601,97526,42.535682,-123.338285,Oregon
Gresham,17302 NE Halsey,"17302 NE Halsey, Gresham",971-277-2100,97230,45.557757,-122.505268,Oregon
Happy Valley,13120 SE 172nd Ave,"13120 SE 172nd Ave, Happy",503-344-1000,97086,45.445048,-122.528173,Oregon
Adamstown,3002 N Reading Rd,"3002 N Reading Rd, Adamstown",717-226-3003,19501,40.244477,-76.064701,Pennsylvania
Aliquippa,2646 Brodhead Road Suite 3,"2646 Brodhead Road Suite 3, Aliquippa",724-788-4700,15001,40.595263,-80.322877,Pennsylvania
Allentown,2 East Susquehanna Street,"2 East Susquehanna Street, Allentown",610-709-8644,18103,40.570308,-75.488926,Pennsylvania
Allison Park,4848 Rt 8,"4848 Rt 8, Allison",724-443-0100,15101,40.580328,-79.955241,Pennsylvania
Altoona,607 17th Street,"607 17th Street, Altoona",814-944-6000,16602,40.512662,-78.373929,Pennsylvania
Ambler,1115 S Bethlehem Pike,"1115 S Bethlehem Pike, Ambler",215-654-9000,19002,40.187195,-75.206891,Pennsylvania
Annville,1405 East Main Street,"1405 East Main Street, Annville",717-276-6000,17003,40.362358,-76.569599,Pennsylvania
Avondale,79 Baltimore Pike,"79 Baltimore Pike, Avondale",610-268-3211,19311,39.821095,-75.771347,Pennsylvania
Bala Cynwyd,144 Montgomery Ave,"144 Montgomery Ave, Bala",215-488-5555,19004,40.009753,-75.231508,Pennsylvania
Bangor,1341 Blue Valley Drive,"1341 Blue Valley Drive, Bangor",610-863-8600,18072,40.84414,-75.259135,Pennsylvania
Belle Vernon,104 Pricedale Road,"104 Pricedale Road, Belle",724-929-4444,15012,40.155417,-79.812946,Pennsylvania
Bellefonte,114 High St,"114 High St, Bellefonte",814-548-7860,16823,40.939052,-77.772647,Pennsylvania
Bensalem,2615 Street Road,"2615 Street Road, Bensalem",215-633-9100,19020,40.100591,-74.938934,Pennsylvania
Berwick,908 N Market Street,"908 N Market Street, Berwick",570-759-3100,18603,41.082035,-76.258139,Pennsylvania
Bethel Park,5816 Library Road,"5816 Library Road, Bethel",412-854-3030,15102,40.32135,-80.036546,Pennsylvania
Bethlehem,19 East Third Street,"19 East Third Street, Bethlehem",610-861-0440,18015,40.585869,-75.367239,Pennsylvania
Blairsville,855 Route 22 West,"855 Route 22 West, Blairsville",724-675-1233,15717,40.457206,-79.243213,Pennsylvania
Blandon,8537 Allentown Pike,"8537 Allentown Pike, Blandon",610-569-9000,19510,40.447528,-75.877656,Pennsylvania
Bloomsburg,1301 Columbia Blvd,"1301 Columbia Blvd, Bloomsburg",570-784-6211,17815,41.020038,-76.420092,Pennsylvania
Boyertown,832 E Philadelphia Ave,"832 E Philadelphia Ave, Boyertown",610-367-1775,19512,40.348327,-75.680555,Pennsylvania
Bristol,11 Gooding Avenue,"11 Gooding Avenue, Bristol",401-254-0404,02809,41.67573,-71.273331,Rhode Island
Cranston,1401 Park Avenue,"1401 Park Avenue, Cranston",401-946-3300,02910,41.774999,-71.435594,Rhode Island
Cumberland,3383 Mendon Rd,"3383 Mendon Rd, Cumberland",401-658-0077,02864,41.966913,-71.428933,Rhode Island
E Providence,2145 Pawtucket Ave,"2145 Pawtucket Ave, E",401-438-6500,02914,41.814838,-71.365333,Rhode Island
Middletown,1397 W. Main Rd,"1397 W. Main Rd, Middletown",401-849-5520,02842,41.518673,-71.281685,Rhode Island
Narragansett,140 Point Judith Road,"140 Point Judith Road, Narragansett",401-782-1202,02882,41.415152,-71.465251,Rhode Island
Newport,19 W Main Rd,"19 W Main Rd, Newport",401-849-6940,02840,41.478216,-71.322375,Rhode Island
North Kingstown,5953 Post Rd,"5953 Post Rd, North",401-884-8546,02852,41.588565,-71.459811,Rhode Island
North Providence,1744 Mineral Spring Ave,"1744 Mineral Spring Ave, North",401-654-4100,02911,41.854888,-71.472812,Rhode Island
North Smithfield,900 Victory Highway,"900 Victory Highway, North",401-769-2000,02896,41.975186,-71.544069,Rhode Island
Pawtucket,210 Dexter St,"210 Dexter St, Pawtucket",401-727-1770,02860,41.870562,-71.388681,Rhode Island
Providence,887 North Main St,"887 North Main St, Providence",401-861-1200,02906,41.840169,-71.390408,Rhode Island
Riverside,1086 Willett Ave.,"1086 Willett Ave., Riverside",401-433-0200,02915,41.772847,-71.354839,Rhode Island
Smithfield,9 Cedar Swamp Road,"9 Cedar Swamp Road, Smithfield",401-233-8966,02917,41.905774,-71.523305,Rhode Island
Warwick,557 Warwick Ave,"557 Warwick Ave, Warwick",401-467-3130,02888,41.747671,-71.406118,Rhode Island
West Warwick,957 Main St,"957 Main St, West",401-826-3636,02893,41.679006,-71.518688,Rhode Island
Westerly,93 Granite Street,"93 Granite Street, Westerly",401-596-8850,02891,41.361854,-71.789689,Rhode Island
Woonsocket,263 Social St,"263 Social St, Woonsocket",401-765-3571,02895,42.001706,-71.499949,Rhode Island
Aiken,260 East Gate Drive,"260 East Gate Drive, Aiken",803-649-2200,29803,33.490342,-81.762819,South Carolina
Anderson,1006 N. Main,"1006 N. Main, Anderson",864-226-9393,29621,34.506671,-82.605272,South Carolina
Barnwell,11381 Dunbarton Blvd,"11381 Dunbarton Blvd, Barnwell",803-541-8646,29812,33.231937,-81.428404,South Carolina
Beaufort,129 Burton Hill Rd,"129 Burton Hill Rd, Beaufort",843-524-8200,29902,32.334933,-80.684304,South Carolina
Bennetsville,1220 Bennetsville Sq Hwy 9 West,"1220 Bennetsville Sq Hwy 9 West, Bennetsville",843-479-0063,29512,34.619033,-79.718041,South Carolina
Bluffton,30 Plantation Park Dr #206,"30 Plantation Park Dr #206, Bluffton",843-706-3111,29910,32.214521,-80.89157,South Carolina
Blythewood,723 University Village Dr,"723 University Village Dr, Blythewood",803-764-9700,29016,34.20251,-80.997,South Carolina
Boiling Springs,2510 Boiling Springs Rd. Suite A,"2510 Boiling Springs Rd. Suite A, Boiling",864-578-9240,29316,35.043045,-81.975107,South Carolina
Camden,2406 Broad St,"2406 Broad St, Camden",999-999-9999,29020,34.314345,-80.573719,South Carolina
Central,1286 Eighteen Mile Rd,"1286 Eighteen Mile Rd, Central",864-610-5400,29630,34.738673,-82.799161,South Carolina
Chapin,130 Amicks Ferry Road,"130 Amicks Ferry Road, Chapin",803-945-7777,29036,34.134004,-81.339914,South Carolina
Charleston,99 Westedge St Suite 1400,"99 Westedge St Suite 1400, Charleston",843-720-8600,29403,32.8059,-79.94318,South Carolina
Cheraw,1040 Chesterfield Hwy,"1040 Chesterfield Hwy, Cheraw",843-865-7077,29520,34.679486,-79.927292,South Carolina
Clemson,501 Old Greenville Highway,"501 Old Greenville Highway, Clemson",864-653-7575,29631,34.681593,-82.817762,South Carolina
Clinton,25050 Highway 76 E,"25050 Highway 76 E, Clinton",864-939-8484,29325,34.465141,-81.849816,South Carolina
Columbia,825 Main St- Downtown Campus Location,"825 Main St- Downtown Campus Location, Columbia",803-256-8151,29201,33.982484,-81.028098,South Carolina
Conway,1300 SC Highway 544 Unit A-3,"1300 SC Highway 544 Unit A-3, Conway",843-491-9430,29526,33.847406,-78.947093,South Carolina
Daniel Island,162 Seven Farms Rd.,"162 Seven Farms Rd., Daniel",843-352-2209,29492,32.903802,-79.911163,South Carolina
Darlington,116 Express ln,"116 Express ln, Darlington",843-395-1414,29532,34.280331,-79.869336,South Carolina
Dillon,904-A Highway 301 N,"904-A Highway 301 N, Dillon",843-841-2225,29536,34.419502,-79.373048,South Carolina
Aberdeen,522 S Main St,"522 S Main St, Aberdeen",605-225-5555,57401,45.482335,-98.53254,South Dakota
Box Elder,219 Main Gate Road,"219 Main Gate Road, Box",605-923-1491,57719,44.232442,-102.976094,South Dakota
Brookings,927 6th Street,"927 6th Street, Brookings",605-697-6688,57006,44.314898,-96.796499,South Dakota
Huron,25 Market Street E,"25 Market Street E, Huron",605-352-6480,57350,44.404316,-98.199291,South Dakota
Mitchell,425 North Sanborn,"425 North Sanborn, Mitchell",605-996-1010,57301,43.713759,-98.047697,South Dakota
Pierre,1419 E Wells,"1419 E Wells, Pierre",605-224-6483,57501,44.5276,-100.309037,South Dakota
Rapid City,840 Timmons Blvd #8,"840 Timmons Blvd #8, Rapid",605-503-6106,57703,44.004564,-103.042628,South Dakota
Sioux Falls,1108 S Minnesota Ave,"1108 S Minnesota Ave, Sioux",605-331-2121,57105,43.520296,-96.735607,South Dakota
Spearfish,1410 North ave,"1410 North ave, spearfish",605-642-0288,57783,44.474163,-103.918258,South Dakota
Sturgis,1057 Main St,"1057 Main St, Sturgis",605-561-0555,57785,44.438809,-103.133501,South Dakota
Vermillion,702 N University,"702 N University, Vermillion",605-624-5577,57069,42.843155,-96.975173,South Dakota
Watertown,912 5th Street SE,"912 5th Street SE, Watertown",605-882-4242,57201,44.936722,-97.092757,South Dakota
Yankton,1108 Broadway Ave,"1108 Broadway Ave, Yankton",605-689-0999,57078,42.915648,-97.446689,South Dakota
Spring Hill,5407 Main St Suite 101,"5407 Main St Suite 101, Spring",931-487-9090,37174,35.719838,-86.898124,Tennessee
Alcoa,256 Hamilton Crossing Rd,"256 Hamilton Crossing Rd, Alcoa",865-328-7222,37701,35.791709,-83.987225,Tennessee
Algood,402 W Main Street,"402 W Main Street, Algood",931-650-5555,38506,36.187107,-85.433312,Tennessee
Antioch,823 Hamilton Crossing,"823 Hamilton Crossing, Antioch",615-360-3030,37013,36.052231,-86.632515,Tennessee
Arlington,5780 Airline Road,"5780 Airline Road, Arlington",901-867-0032,38002,35.286355,-89.700274,Tennessee
Ashland City,312 Frey St,"312 Frey St, Ashland",615-792-0092,37015,36.279378,-87.075584,Tennessee
Athens,1250 Decatur Pike,"1250 Decatur Pike, Athens",423-745-7676,37303,35.442462,-84.640077,Tennessee
Atoka,11124 Highway 51 South,"11124 Highway 51 South, Atoka",901-837-3663,38004,35.411411,-89.759757,Tennessee
Bartlett,6490 Memphis- Arlington Rd. Suite 103,"6490 Memphis- Arlington Rd. Suite 103, Bartlett",901-373-6391,38135,35.238915,-89.848589,Tennessee
Blountville,1323-D Highway 394,"1323-D Highway 394, Blountville",423-323-3434,37617,36.524578,-82.365576,Tennessee
Bolivar,107 Porter Street,"107 Porter Street, Bolivar",731-658-6629,38008,35.246459,-88.99718,Tennessee
Brentwood,7115 Southpoint Pkwy,"7115 Southpoint Pkwy, Brentwood",615-331-7277,37013,36.052231,-86.632515,Tennessee
Bristol,151 SPEEDWAY BLVD,"151 SPEEDWAY BLVD, BRISTOL",877-883-9643,37620,36.549613,-82.09404,Tennessee
Brownsville,251 W Main St,"251 W Main St, Brownsville",731-772-2030,38012,35.610611,-89.273232,Tennessee
Camden,131 Hwy 641 N,"131 Hwy 641 N, Camden",731-584-7600,38320,36.051656,-88.1126,Tennessee
Carthage,117 Water St,"117 Water St, Carthage",615-709-7070,37030,36.271546,-85.94212,Tennessee
Chapel Hill,4640 Nashville Hwy Ste D,"4640 Nashville Hwy Ste D, Chapel",931-364-5775,37034,35.651936,-86.690108,Tennessee
Chattanooga,8644 E Brainerd Rd,"8644 E Brainerd Rd, Chattanooga",423-899-3030,37421,35.030496,-85.14578,Tennessee
Church Hill,720 E Main Blvd,"720 E Main Blvd, Church",423-357-2228,37642,36.530987,-82.7268,Tennessee
Clarksville,2609-F E. Ft. Campbell BLVD Gates 1-2,"2609-F E. Ft. Campbell BLVD Gates 1-2, Clarksville",931-431-0881,37042,36.568751,-87.416322,Tennessee
Abilene,5001 US 277,"5001 US 277, Abilene",325-695-3030,79605,32.434599,-99.781827,Texas
Aledo,311 FM-1187 S #500,"311 FM-1187 S #500, Aledo",682-200-6636,76008,32.695708,-97.631482,Texas
Alice,1100 E Front St,"1100 E Front St, Alice",361-668-6400,78332,27.72486,-98.134831,Texas
Allen,913 W Stacy Rd Suite 160,"913 W Stacy Rd Suite 160, Allen",469-656-3040,75013,33.114327,-96.693964,Texas
Alton,306 East Main Street Suite 4,"306 East Main Street Suite 4, Alton",956-581-9300,78573,26.296191,-98.299959,Texas
Alvarado,710 N Parkway,"710 N Parkway, Alvarado",817-790-6000,76009,32.414937,-97.200076,Texas
Alvin,1401 S Gordon St,"1401 S Gordon St, Alvin",281-585-2222,77511,29.380858,-95.241857,Texas
Amarillo,5914 Hillside Rd,"5914 Hillside Rd, Amarillo",806-354-8889,79109,35.166416,-101.886423,Texas
Andrews,1335 North Main St.,"1335 North Main St., Andrews",432-523-2333,79714,32.335729,-102.697303,Texas
Angleton,1242 East Mulberry,"1242 East Mulberry, Angleton",979-849-6446,77515,29.174921,-95.450088,Texas
Anna,807 South Cenrtal Expy,"807 South Cenrtal Expy, Anna",972-924-8000,75409,33.3555,-96.516313,Texas
Anthony,1605 Antonio,"1605 Antonio, Anthony",915-587-1919,79821,31.980053,-106.598777,Texas
Aransas Pass,353 S Commercial,"353 S Commercial, Aransas",361-758-5300,78336,27.926913,-97.177776,Texas
Argyle,250 N US HWY 377,"250 N US HWY 377, Argyle",940-784-6333,76226,33.114714,-97.173909,Texas
Arlington,1201 West Arbrook Ste 125,"1201 West Arbrook Ste 125, Arlington",682-503-9933,76015,32.692186,-97.133304,Texas
Atascocita,11711 Will Clayton Parkway Ste B,"11711 Will Clayton Parkway Ste B, Atascocita",281-812-3771,77346,29.994499,-95.177499,Texas
Athens,210 Crestway Dr,"210 Crestway Dr, Athens",903-670-3160,75751,32.094348,-95.906047,Texas
Atlanta,506 Loop 59,"506 Loop 59, Atlanta",903-796-8281,75551,33.119332,-94.220491,Texas
Aubrey,1001 S. Hwy 377 Suite #101,"1001 S. Hwy 377 Suite #101, Aubrey",940-440-1257,76227,33.273603,-96.990042,Texas
Austin,1807 W. Slaughter Lane Ste 465,"1807 W. Slaughter Lane Ste 465, Austin",512-291-8300,78748,30.16711,-97.823998,Texas
Bountiful,1171 S. 500 W.,"1171 S. 500 W., Bountiful",801-298-3600,84010,40.867942,-111.867845,Utah
Brigham City,725 W 1200 S #C,"725 W 1200 S #C, Brigham",435-734-9200,84302,41.553593,-112.050764,Utah
Cedar City,167 N. 100 W.,"167 N. 100 W., Cedar",435-586-0600,84720,37.590627,-113.190988,Utah
Centerville,627 W Marketplace Drive,"627 W Marketplace Drive, Centerville",801-292-2000,84014,40.932087,-111.884033,Utah
Clinton,1776 N 2000 W,"1776 N 2000 W, Clinton",385-519-1212,34015,0,0,Utah
Cottonwood Height,1961 East Fort Union Blvd,"1961 East Fort Union Blvd, Cottonwood",801-396-7788,84121,40.613033,-111.663944,Utah
Draper,11419 S 700 E,"11419 S 700 E, Draper",801-572-3560,84020,40.500154,-111.869576,Utah
Eagle Mountain,1352 Eagle Mountain Blvd,"1352 Eagle Mountain Blvd, Eagle",385-355-0533,84005,40.325116,-111.996538,Utah
Ephraim,28 E 450 N Main St,"28 E 450 N Main St, Ephraim",888-233-4003,84627,39.35316,-111.561071,Utah
Farr West,2686 N 1850 W,"2686 N 1850 W, Farr",801-737-1100,84404,41.269473,-112.117645,Utah
Grantsville,225 East Main Street Unit C,"225 East Main Street Unit C, Grantsville",435-884-9595,84029,40.64637,-112.729081,Utah
Heber City,460 N Main St,"460 N Main St, Heber",435-654-5533,84032,40.539413,-111.321274,Utah
Herriman,5184 West 13400 South,"5184 West 13400 South, Herriman",801-253-3988,84096,40.515787,-112.102309,Utah
Highland,5345 W 11000 N,"5345 W 11000 N, Highland",801-763-1000,84003,40.471654,-111.68059,Utah
Hill AFB,7440 6th St # 420,"7440 6th St # 420, Hill",801-773-3023,84056,41.129127,-111.99193,Utah
Hurricane,410 West State Street,"410 West State Street, Hurricane",435-635-3322,84737,37.044712,-113.206012,Utah
Hyrum,10 West Main Street,"10 West Main Street, Hyrum",435-245-7777,84319,41.606288,-111.663276,Utah
Kaysville,208 West 200 North,"208 West 200 North, Kaysville",801-497-9333,84037,41.027605,-111.950941,Utah
Kearns,4086 W 5415 S,"4086 W 5415 S, Kearns",801-964-2928,84118,40.653522,-112.013415,Utah
Layton,1596 N Hill Field Rd,"1596 N Hill Field Rd, Layton",801-728-9188,84041,41.069915,-111.981254,Utah
Barre,322 N. Main st.,"322 N. Main st., Barre",802-479-2222,05641,44.188842,-72.472172,Vermont
Bennington,748 Main St,"748 Main St, Bennington",802-442-5550,05201,42.869211,-73.128516,Vermont
Brattleboro,499 Canal St,"499 Canal St, Brattleboro",802-257-5010,05301,42.83868,-72.659997,Vermont
Burlington,485 Colchester Ave #1,"485 Colchester Ave #1, Burlington",802-658-3333,05401,44.476621,-73.209998,Vermont
Colchester,3424 Roosevelt Hwy,"3424 Roosevelt Hwy, Colchester",802-231-1500,05446,44.541259,-73.184415,Vermont
Essex Junction,58A Pearl St,"58A Pearl St, Essex",802-878-1111,05452,44.538624,-73.050223,Vermont
Milton,167 Route 7 South,"167 Route 7 South, Milton",802-893-3333,05468,44.657371,-73.144488,Vermont
Montpelier,25 Berlin St,"25 Berlin St, Montpelier",802-229-7777,05602,44.274953,-72.609475,Vermont
Newport,33 Railroad Sq,"33 Railroad Sq, Newport",802-673-1333,05855,44.927131,-72.192236,Vermont
Rutland,140 Strongs Ave,"140 Strongs Ave, Rutland",802-775-0044,05701,43.624577,-72.910204,Vermont
South Burlington,10 Farrell St,"10 Farrell St, South",802-658-5667,05403,44.444866,-73.173468,Vermont
Springfield,2 Chester Road,"2 Chester Road, Springfield",802-277-5500,05156,43.310627,-72.461623,Vermont
St. Albans,266 N Main Street,"266 N Main Street, St.",802-527-5333,05478,44.808422,-73.082507,Vermont
St. Johnsbury,250 Railroad St. Unit 3,"250 Railroad St. Unit 3, St.",802-748-3555,05819,44.404737,-71.983075,Vermont
Williston,201 Cornerstone Dr,"201 Cornerstone Dr, Williston",802-232-2777,05495,44.429066,-73.096243,Vermont
Abingdon,990 E Main St,"990 E Main St, Abingdon",276-628-7191,24210,36.768935,-82.027531,Virginia
Alexandria,7732c Richmond Hwy,"7732c Richmond Hwy, Alexandria",703-799-3030,22306,38.755738,-77.097779,Virginia
Altavista,1000c Main St,"1000c Main St, Altavista",434-369-6767,24517,37.147516,-79.23716,Virginia
Amherst,196 Ambriar Plaza,"196 Ambriar Plaza, Amherst",434-946-0606,24521,37.633294,-79.100863,Virginia
Annandale,7129 Columbia Pike,"7129 Columbia Pike, Annandale",703-941-7900,22003,38.829817,-77.215318,Virginia
Appomattox,1965 Confederate Blvd,"1965 Confederate Blvd, Appomattox",434-352-5252,24522,37.376791,-78.778773,Virginia
Arlington,2602 Columbia Pike,"2602 Columbia Pike, Arlington",703-521-3030,22204,38.860791,-77.098972,Virginia
Ashburn,43330 Junction Plz Ste 118,"43330 Junction Plz Ste 118, Ashburn",703-729-6100,20147,39.041947,-77.47813,Virginia
Ashland,9563 B King's Charter Dr,"9563 B King's Charter Dr, Ashland",804-550-2555,23005,37.759696,-77.48187,Virginia
Aylett,4917 Richmond Tappahannock Hwy,"4917 Richmond Tappahannock Hwy, Aylett",804-769-7000,23009,37.820938,-77.181166,Virginia
Bedford,109 North Bridge St.,"109 North Bridge St., Bedford",540-587-5555,24523,37.344838,-79.523884,Virginia
Blacksburg,905 N Main St,"905 N Main St, Blacksburg",540-953-4600,24060,37.255474,-80.422539,Virginia
Bluefield,2113 College Ave,"2113 College Ave, Bluefield",276-326-7070,24605,37.254178,-81.371211,Virginia
Bridgewater,630 N Main St,"630 N Main St, Bridgewater",540-828-1777,22812,38.378179,-79.027051,Virginia
Bristol,3003-A Lee Highway,"3003-A Lee Highway, Bristol",276-466-8888,24201,36.610715,-82.17005,Virginia
Broadway,105 Timber Way Broadway,"105 Timber Way Broadway, Broadway",540-901-9001,22815,38.712509,-78.841209,Virginia
Buena Vista,210 w 22nd street,"210 w 22nd street, Buena",540-261-1111,24416,37.722497,-79.360864,Virginia
Burke,9532 Old Keene Mill Rd,"9532 Old Keene Mill Rd, Burke",703-644-2226,22015,38.787814,-77.278973,Virginia
Centreville,14120C Rt 29,"14120C Rt 29, Centreville",703-830-9000,20120,38.856401,-77.476371,Virginia
Chantilly,24650 South Point Dr,"24650 South Point Dr, Chantilly",571-399-6300,20152,38.919145,-77.502426,Virginia
Anacortes,2517 Commercial Avenue,"2517 Commercial Avenue, Anacortes",360-873-6771,98221,48.505025,-122.659285,Washington
Arlington,3704 172nd Street NE,"3704 172nd Street NE, Arlington",360-659-1120,98223,48.21712,-121.95354,Washington
Auburn,4025 A Street SE Suite 103,"4025 A Street SE Suite 103, Auburn",253-275-1266,98002,47.308286,-122.216812,Washington
Battle Ground,11 NW 12th Ave,"11 NW 12th Ave, Battle",360-667-0667,98604,45.805747,-122.510777,Washington
Belfair,23969 State Route 3 #G,"23969 State Route 3 #G, Belfair",360-233-2266,98528,47.445724,-122.896929,Washington
Bellevue,3710C Factoria Blvd SE,"3710C Factoria Blvd SE, Bellevue",425-747-9766,98006,47.557627,-122.151005,Washington
Bellingham,402 36th Street,"402 36th Street, Bellingham",360-671-8282,98225,48.75094,-122.501286,Washington
Bonney Lake,19679 HWY 410 E,"19679 HWY 410 E, Bonney",253-862-3100,98391,47.177102,-122.166177,Washington
Bothell,20631 Bothell Everett Highway J,"20631 Bothell Everett Highway J, Bothell",425-481-4848,98012,47.841376,-122.198939,Washington
Bremerton,7034 SR 303,"7034 SR 303, Bremerton",360-698-3232,98311,47.631197,-122.631017,Washington
Burien,14901 4th ave SW,"14901 4th ave SW, Burien",206-248-3030,98166,47.451576,-122.352986,Washington
Camas,3512 NE 3rd Ave,"3512 NE 3rd Ave, Camas",360-835-1500,98607,45.642413,-122.379611,Washington
Centralia,1704 South Gold Street,"1704 South Gold Street, Centralia",360-347-6000,98531,46.730437,-122.902774,Washington
Cheney,1879 First St,"1879 First St, Cheney",509-235-2000,99004,47.420062,-117.631165,Washington
Covington,16929 SE 270th Place Suite B-102,"16929 SE 270th Place Suite B-102, Covington",253-630-0000,98042,47.367737,-122.117029,Washington
Custer,3425 Birch Bay Lynden Rd,"3425 Birch Bay Lynden Rd, CUSTER",360-366-4200,98240,48.948225,-122.620684,Washington
Deer Park,830 S Main St Ste B,"830 S Main St Ste B, Deer",509-651-2000,99006,47.984122,-117.502192,Washington
East Wenatchee,595 Grant Road Suite 595-1,"595 Grant Road Suite 595-1, East",509-436-7000,98802,47.48609,-120.180328,Washington
Edmonds,22941 HWY 99 UNIT A,"22941 HWY 99 UNIT A, Edmonds",425-776-3030,98026,47.840735,-122.33266,Washington
Ellensburg,710 North Anderson Street,"710 North Anderson Street, Ellensburg",509-925-3800,98926,47.014195,-120.458691,Washington
Washington,2701 14 ST NW,"2701 14 ST NW, Washington",20223840,20009,38.919144,-77.037381,Washington DC
Beckley,23 Nell Jean Square,"23 Nell Jean Square, Beckley",304-256-3003,25801,37.822892,-81.266198,West Virginia
Bridgeport,450 E Main Street,"450 E Main Street, Bridgeport",304-848-2525,26330,39.285269,-80.220851,West Virginia
Buckhannon,47 S Kanawha Street,"47 S Kanawha Street, Buckhannon",304-472-3030,26201,39.001871,-80.197424,West Virginia
Charleston,1631 Washington Street East,"1631 Washington Street East, Charleston",304-343-3100,25311,38.366863,-81.557035,West Virginia
Clarksburg,116 S Chesnut Street,"116 S Chesnut Street, Clarksburg",304-624-4001,26301,39.301498,-80.393977,West Virginia
Cross Lanes,5468 Big Tyler Road,"5468 Big Tyler Road, Cross",304-776-3030,25313,38.419303,-81.766456,West Virginia
Daniels,1932 Ritter Drive,"1932 Ritter Drive, Daniels",304-763-5300,25832,37.715324,-81.118819,West Virginia
Elkins,75 Valley Pointe Drive,"75 Valley Pointe Drive, Elkins",304-630-3030,26241,38.932602,-79.788254,West Virginia
Fairmont,1001 Morgantown Avenue,"1001 Morgantown Avenue, Fairmont",304-366-7881,26554,39.465392,-80.109845,West Virginia
Falling Waters,65-D Cordial Ct,"65-D Cordial Ct, Falling",304-274-3010,25419,39.575796,-77.89571,West Virginia
Fayetteville,160 South Pointe Dr.,"160 South Pointe Dr., Fayetteville",304-465-3030,25840,38.042891,-81.122665,West Virginia
Follansbee,457 Main Street,"457 Main Street, Follansbee",304-527-3030,26037,40.335562,-80.584518,West Virginia
Hedgesville,71-F Cowardly Lion Dr,"71-F Cowardly Lion Dr, Hedgesville",681-258-8330,25427,39.534237,-78.066125,West Virginia
Huntington,525 20th Street,"525 20th Street, Huntington",304-697-3300,25703,38.424914,-82.418697,West Virginia
Inwood,33 True Apple Way,"33 True Apple Way, Inwood",304-229-2121,25428,39.380635,-78.02221,West Virginia
Keyser,590 S. Mineral St.,"590 S. Mineral St., Keyser",304-788-6400,26726,39.402845,-78.985452,West Virginia
Martinsburg,502 Williamsport Pike,"502 Williamsport Pike, Martinsburg",304-263-3000,25404,39.483025,-77.890325,West Virginia
Morgantown,1159 Van Voorhis Rd,"1159 Van Voorhis Rd, Morgantown",304-241-5545,26505,39.649517,-79.945258,West Virginia
Moundsville,144 N Lafayette Ave,"144 N Lafayette Ave, Moundsville",304-845-9065,26041,39.887241,-80.705476,West Virginia
New Martinsville,275 N ST RT 2,"275 N ST RT 2, New",304-455-1180,26155,39.630056,-80.763963,West Virginia
Appleton,333 W. Northland Ave.,"333 W. Northland Ave., Appleton",920-738-9680,54911,44.281533,-88.381003,Wisconsin
Ashland,301 Main Street W,"301 Main Street W, Ashland",715-292-6602,54806,46.552396,-90.870143,Wisconsin
Baldwin,2570 Gracie Drive,"2570 Gracie Drive, Baldwin",715-688-3030,54002,44.963016,-92.369527,Wisconsin
Baraboo,844 8th Ave,"844 8th Ave, Baraboo",608-355-5080,53913,43.49284,-89.728705,Wisconsin
Barron,1151 Division Street,"1151 Division Street, Barron",715-418-2700,54812,45.392528,-91.882516,Wisconsin
Beaver Dam,711 N Spring Street #B,"711 N Spring Street #B, Beaver",920-356-0551,53916,43.466797,-88.867753,Wisconsin
Beloit,204 Park Ave,"204 Park Ave, Beloit",608-312-2474,53511,42.553995,-89.094444,Wisconsin
Berlin,247 Broadway St,"247 Broadway St, Berlin",920-361-7272,54923,43.997757,-88.966832,Wisconsin
Black River Falls,609 North Water Street,"609 North Water Street, Black",715-629-9700,54615,44.260473,-90.813319,Wisconsin
Brookfield,17305 W Capitol Dr,"17305 W Capitol Dr, Brookfield",262-790-8900,53045,43.058889,-88.15252,Wisconsin
Brown Deer,6300 West Brown Deer Road,"6300 West Brown Deer Road, Brown",414-236-5622,53223,43.163455,-87.990496,Wisconsin
Burlington,2088 Milwaukee Ave,"2088 Milwaukee Ave, Burlington",262-767-0210,53105,42.663216,-88.280346,Wisconsin
